Tag,Time_ms
E2801170000002076A50957A,1708456123650
E2801170000002076A508D78,1708456123697
E2801170000002076A509478,1708456123951
E2801170000002076A50957A,1708456124335
E2801170000002076A50957C,1708456124404
E2801170000002076A509477,1708456123780
E2801170000002076A50957A,1708456124999
E2801170000002076A509476,1708456124967
E2801170000002076A508D78,1708456124704
E2801170000002076A509477,1708456124624
E2801170000002076A508D78,1708456124507
E2801170000002076A509C7C,1708456124735
E2801170000002076A508C7E,1708456125812
E2801170000002076A509C7C,1708456125591
E2801170000002076A509477,1708456126045
E2801170000002076A508C7E,1708456125607
E2801170000002076A509C7C,1708456126221
E2801170000002076A509476,1708456126280
E2801170000002076A509478,1708456127303
E2801170000002076A508D78,1708456127130
E2801170000002076A509477,1708456126769
E2801170000002076A50957D,1708456127434
E2801170000002076A50957D,1708456126889
E2801170000002076A509570,1708456127369
E2801170000002076A50957B,1708456128017
E2801170000002076A50957D,1708456128206
E2801170000002076A509C7C,1708456127942
E2801170000002076A50957A,1708456127794
E2801170000002076A508C7D,1708456127779
E2801170000002076A50957B,1708456128060
E2801170000002076A509478,1708456128613
E2801170000002076A50957A,1708456129319
E2801170000002076A509570,1708456128800
E2801170000002076A50957B,1708456129337
E2801170000002076A509570,1708456129446
E2801170000002076A50957A,1708456128804
E2801170000002076A509476,1708456129569
E2801170000002076A509570,1708456130328
E2801170000002076A509476,1708456130111
E2801170000002076A509476,1708456130048
E2801170000002076A508D78,1708456130299
E2801170000002076A509478,1708456130235
E2801170000002076A508D78,1708456131399
E2801170000002076A509476,1708456130553
E2801170000002076A508C7E,1708456130909
E2801170000002076A509570,1708456130750
E2801170000002076A509478,1708456131023
E2801170000002076A509C7C,1708456130878
E2801170000002076A508C7E,1708456131795
E2801170000002076A509477,1708456131715
E2801170000002076A508C7E,1708456132395
E2801170000002076A509477,1708456132131
E2801170000002076A509570,1708456131690
E2801170000002076A508C7E,1708456131936
E2801170000002076A509570,1708456133234
E2801170000002076A50957C,1708456133018
E2801170000002076A50957B,1708456133119
E2801170000002076A509476,1708456132706
E2801170000002076A509570,1708456132749
E2801170000002076A509478,1708456132573
E2801170000002076A50957D,1708456134118
E2801170000002076A508C7D,1708456134294
E2801170000002076A50957B,1708456134065
E2801170000002076A509478,1708456134399
E2801170000002076A508C7D,1708456134187
E2801170000002076A508C7E,1708456134049
E2801170000002076A509478,1708456134581
E2801170000002076A50957C,1708456134855
E2801170000002076A50957A,1708456135154
E2801170000002076A509570,1708456134622
E2801170000002076A508C7E,1708456135404
E2801170000002076A508C7D,1708456134471
E2801170000002076A509C7C,1708456135638
E2801170000002076A509570,1708456135856
E2801170000002076A509570,1708456136439
E2801170000002076A508C7D,1708456135840
E2801170000002076A509570,1708456135905
E2801170000002076A50957B,1708456136018
E2801170000002076A509476,1708456137112
E2801170000002076A509478,1708456137178
E2801170000002076A508C7E,1708456137418
E2801170000002076A50957A,1708456137115
E2801170000002076A50957B,1708456136469
E2801170000002076A508C7D,1708456137114
E2801170000002076A50957C,1708456137973
E2801170000002076A50957B,1708456137649
E2801170000002076A508C7E,1708456138026
E2801170000002076A508D78,1708456138270
E2801170000002076A509478,1708456138240
E2801170000002076A508D78,1708456137864
E2801170000002076A509C7C,1708456139264
E2801170000002076A50957C,1708456138919
E2801170000002076A509C7C,1708456139260
E2801170000002076A509C7C,1708456139257
E2801170000002076A50957A,1708456138827
E2801170000002076A508C7E,1708456138513
E2801170000002076A50957D,1708456139864
E2801170000002076A508C7D,1708456139946
E2801170000002076A508C7D,1708456139672
E2801170000002076A50957A,1708456139619
E2801170000002076A508C7E,1708456140295
E2801170000002076A508D78,1708456139956
E2801170000002076A50957C,1708456140682
E2801170000002076A509476,1708456140646
E2801170000002076A50957D,1708456141142
E2801170000002076A508C7D,1708456140820
E2801170000002076A509570,1708456140817
E2801170000002076A508D78,1708456140981
E2801170000002076A508C7E,1708456142418
E2801170000002076A508D78,1708456141881
E2801170000002076A509C7C,1708456141592
E2801170000002076A50957C,1708456142061
E2801170000002076A508C7D,1708456142282
E2801170000002076A50957D,1708456141579
E2801170000002076A508C7D,1708456142615
E2801170000002076A508C7E,1708456143299
E2801170000002076A508C7D,1708456143114
E2801170000002076A509478,1708456142543
E2801170000002076A509570,1708456143397
E2801170000002076A509476,1708456143348
E2801170000002076A509478,1708456143962
E2801170000002076A509476,1708456143762
E2801170000002076A509478,1708456143728
E2801170000002076A50957D,1708456143579
E2801170000002076A508C7E,1708456143779
E2801170000002076A50957D,1708456144094
E2801170000002076A509478,1708456145411
E2801170000002076A508C7D,1708456144798
E2801170000002076A509478,1708456144893
E2801170000002076A509476,1708456144897
E2801170000002076A508D78,1708456144583
E2801170000002076A509C7C,1708456144574
E2801170000002076A509477,1708456145820
E2801170000002076A509C7C,1708456145736
E2801170000002076A509476,1708456145766
E2801170000002076A50957A,1708456145569
E2801170000002076A508C7E,1708456146194
E2801170000002076A509476,1708456145622
E2801170000002076A508C7E,1708456147110
E2801170000002076A508D78,1708456146852
E2801170000002076A509570,1708456146800
E2801170000002076A50957D,1708456147416
E2801170000002076A508C7E,1708456147202
E2801170000002076A509476,1708456146897
