Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A508C7E,0,0,1708456123626
E2801170000002076A509477,0,0,1708456123810
E2801170000002076A50957D,0,0,1708456124348
E2801170000002076A509570,0,0,1708456124212
E2801170000002076A50957D,0,0,1708456124079
E2801170000002076A50957B,0,0,1708456123878
E2801170000002076A50957B,0,0,1708456125424
E2801170000002076A50957D,0,0,1708456124742
E2801170000002076A508C7D,0,0,1708456125243
E2801170000002076A508C7E,0,0,1708456124900
E2801170000002076A508D78,0,0,1708456124540
E2801170000002076A508C7D,0,0,1708456124509
E2801170000002076A509477,0,0,1708456125832
E2801170000002076A509476,0,0,1708456125694
E2801170000002076A509476,0,0,1708456125711
E2801170000002076A50957C,0,0,1708456125580
E2801170000002076A50957C,0,0,1708456126071
E2801170000002076A50957A,0,0,1708456126317
E2801170000002076A509477,0,0,1708456127101
E2801170000002076A508C7E,0,0,1708456127199
E2801170000002076A508D78,0,0,1708456127401
E2801170000002076A50957C,0,0,1708456127130
E2801170000002076A509477,0,0,1708456126625
E2801170000002076A50957A,0,0,1708456127321
E2801170000002076A50957B,0,0,1708456127746
E2801170000002076A508C7E,0,0,1708456127651
E2801170000002076A508D78,0,0,1708456128436
E2801170000002076A509477,0,0,1708456127814
E2801170000002076A50957D,0,0,1708456127739
E2801170000002076A508C7D,0,0,1708456127691
