Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A509476,0,0,1708456124016
E2801170000002076A50957D,0,0,1708456124135
E2801170000002076A509478,0,0,1708456124080
E2801170000002076A50957D,0,0,1708456124071
E2801170000002076A508D78,0,0,1708456124007
E2801170000002076A508C7E,0,0,1708456123546
E2801170000002076A508C7D,0,0,1708456125139
E2801170000002076A509570,0,0,1708456124972
E2801170000002076A50957D,0,0,1708456124551
E2801170000002076A50957D,0,0,1708456124722
E2801170000002076A50957B,0,0,1708456124496
E2801170000002076A50957B,0,0,1708456125013
E2801170000002076A509C7C,0,0,1708456126313
E2801170000002076A509476,0,0,1708456125489
E2801170000002076A509477,0,0,1708456126183
E2801170000002076A509476,0,0,1708456125726
E2801170000002076A50957B,0,0,1708456126198
E2801170000002076A50957A,0,0,1708456125968
E2801170000002076A508C7D,0,0,1708456127444
E2801170000002076A509570,0,0,1708456126496
E2801170000002076A50957A,0,0,1708456126885
E2801170000002076A509477,0,0,1708456127328
E2801170000002076A508C7D,0,0,1708456127351
E2801170000002076A509478,0,0,1708456126748
E2801170000002076A508C7D,0,0,1708456128450
E2801170000002076A508C7E,0,0,1708456128211
E2801170000002076A508C7E,0,0,1708456127666
E2801170000002076A50957D,0,0,1708456128356
E2801170000002076A50957B,0,0,1708456128233
E2801170000002076A508C7E,0,0,1708456128101
E2801170000002076A509C7C,0,0,1708456128623
E2801170000002076A509C7C,0,0,1708456129156
E2801170000002076A509478,0,0,1708456128812
E2801170000002076A50957B,0,0,1708456129129
E2801170000002076A508C7E,0,0,1708456128979
E2801170000002076A509570,0,0,1708456128970
E2801170000002076A509C7C,0,0,1708456129930
E2801170000002076A50957B,0,0,1708456129539
E2801170000002076A509570,0,0,1708456130172
E2801170000002076A50957D,0,0,1708456129671
E2801170000002076A509476,0,0,1708456130372
E2801170000002076A509478,0,0,1708456129965
E2801170000002076A508D78,0,0,1708456131418
E2801170000002076A509476,0,0,1708456130627
E2801170000002076A509476,0,0,1708456130874
E2801170000002076A50957D,0,0,1708456130683
E2801170000002076A508C7E,0,0,1708456131411
E2801170000002076A509570,0,0,1708456130857
E2801170000002076A509570,0,0,1708456131707
E2801170000002076A509477,0,0,1708456131535
E2801170000002076A509476,0,0,1708456132254
E2801170000002076A509478,0,0,1708456131704
E2801170000002076A50957C,0,0,1708456132069
E2801170000002076A509C7C,0,0,1708456131947
E2801170000002076A509C7C,0,0,1708456133141
E2801170000002076A508C7E,0,0,1708456132729
E2801170000002076A508C7E,0,0,1708456132634
E2801170000002076A508C7D,0,0,1708456133034
E2801170000002076A50957C,0,0,1708456132865
E2801170000002076A509477,0,0,1708456132922
E2801170000002076A509570,0,0,1708456134272
E2801170000002076A508C7E,0,0,1708456133574
E2801170000002076A508C7E,0,0,1708456133600
E2801170000002076A509C7C,0,0,1708456134453
E2801170000002076A509C7C,0,0,1708456133528
E2801170000002076A50957C,0,0,1708456134076
E2801170000002076A509477,0,0,1708456134607
E2801170000002076A50957D,0,0,1708456135006
E2801170000002076A50957B,0,0,1708456135046
E2801170000002076A509476,0,0,1708456134511
E2801170000002076A509477,0,0,1708456134693
E2801170000002076A509570,0,0,1708456135038
E2801170000002076A509476,0,0,1708456136120
E2801170000002076A509C7C,0,0,1708456135816
E2801170000002076A508C7E,0,0,1708456135549
E2801170000002076A508D78,0,0,1708456135657
E2801170000002076A508C7D,0,0,1708456135838
E2801170000002076A508D78,0,0,1708456135727
E2801170000002076A509478,0,0,1708456136960
E2801170000002076A50957A,0,0,1708456137438
E2801170000002076A509477,0,0,1708456137251
E2801170000002076A509C7C,0,0,1708456136695
E2801170000002076A509C7C,0,0,1708456137056
E2801170000002076A508D78,0,0,1708456136859
E2801170000002076A509570,0,0,1708456137468
E2801170000002076A50957C,0,0,1708456138286
E2801170000002076A509476,0,0,1708456137820
