Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A509C7C,0,0,1708456124412
E2801170000002076A509476,0,0,1708456123605
E2801170000002076A508D78,0,0,1708456124371
E2801170000002076A50957C,0,0,1708456123946
E2801170000002076A509570,0,0,1708456123801
E2801170000002076A509570,0,0,1708456123582
E2801170000002076A50957B,0,0,1708456124800
E2801170000002076A508C7E,0,0,1708456125260
E2801170000002076A509C7C,0,0,1708456124749
E2801170000002076A509478,0,0,1708456125018
E2801170000002076A50957D,0,0,1708456125003
E2801170000002076A50957B,0,0,1708456125259
E2801170000002076A509477,0,0,1708456125691
E2801170000002076A508C7E,0,0,1708456125994
E2801170000002076A509570,0,0,1708456126403
E2801170000002076A50957D,0,0,1708456126021
E2801170000002076A508D78,0,0,1708456125549
E2801170000002076A50957A,0,0,1708456125470
E2801170000002076A50957B,0,0,1708456126566
E2801170000002076A509478,0,0,1708456126684
E2801170000002076A50957C,0,0,1708456126533
E2801170000002076A509C7C,0,0,1708456126886
E2801170000002076A50957C,0,0,1708456127207
E2801170000002076A509476,0,0,1708456126951
E2801170000002076A509478,0,0,1708456127700
E2801170000002076A509570,0,0,1708456128264
E2801170000002076A50957C,0,0,1708456127847
E2801170000002076A509476,0,0,1708456127929
E2801170000002076A508D78,0,0,1708456128023
E2801170000002076A509478,0,0,1708456127858
E2801170000002076A509570,0,0,1708456129401
E2801170000002076A50957A,0,0,1708456129215
E2801170000002076A50957B,0,0,1708456128934
E2801170000002076A509477,0,0,1708456129256
E2801170000002076A50957B,0,0,1708456129154
E2801170000002076A50957D,0,0,1708456128460
E2801170000002076A50957A,0,0,1708456129497
E2801170000002076A508C7E,0,0,1708456129618
E2801170000002076A50957A,0,0,1708456130451
E2801170000002076A509477,0,0,1708456129642
E2801170000002076A50957B,0,0,1708456129855
E2801170000002076A508C7D,0,0,1708456129482
E2801170000002076A50957A,0,0,1708456130750
E2801170000002076A509477,0,0,1708456130638
E2801170000002076A50957A,0,0,1708456130741
E2801170000002076A509476,0,0,1708456130935
E2801170000002076A509477,0,0,1708456130846
E2801170000002076A50957D,0,0,1708456130531
E2801170000002076A50957B,0,0,1708456132021
E2801170000002076A509476,0,0,1708456132390
E2801170000002076A509476,0,0,1708456131811
E2801170000002076A509570,0,0,1708456131565
E2801170000002076A508C7D,0,0,1708456131666
E2801170000002076A509477,0,0,1708456132204
E2801170000002076A509570,0,0,1708456133381
E2801170000002076A509477,0,0,1708456132781
E2801170000002076A509477,0,0,1708456132758
E2801170000002076A508C7E,0,0,1708456132545
E2801170000002076A509C7C,0,0,1708456133037
E2801170000002076A50957A,0,0,1708456132480
E2801170000002076A509476,0,0,1708456134297
E2801170000002076A50957A,0,0,1708456134113
E2801170000002076A50957A,0,0,1708456133999
E2801170000002076A508C7E,0,0,1708456133794
E2801170000002076A50957C,0,0,1708456134266
E2801170000002076A509C7C,0,0,1708456134365
E2801170000002076A508C7E,0,0,1708456135103
E2801170000002076A508C7D,0,0,1708456134730
E2801170000002076A508D78,0,0,1708456135118
E2801170000002076A509476,0,0,1708456135419
E2801170000002076A50957B,0,0,1708456134973
E2801170000002076A508C7E,0,0,1708456134990
E2801170000002076A50957C,0,0,1708456135559
E2801170000002076A50957C,0,0,1708456135853
E2801170000002076A50957A,0,0,1708456136235
E2801170000002076A50957A,0,0,1708456136356
E2801170000002076A50957A,0,0,1708456136387
E2801170000002076A50957B,0,0,1708456136110
E2801170000002076A508D78,0,0,1708456136715
E2801170000002076A50957A,0,0,1708456137136
E2801170000002076A50957C,0,0,1708456137140
E2801170000002076A508D78,0,0,1708456136600
E2801170000002076A508C7D,0,0,1708456137031
E2801170000002076A509477,0,0,1708456136634
E2801170000002076A509570,0,0,1708456137797
E2801170000002076A50957C,0,0,1708456137511
E2801170000002076A509570,0,0,1708456138361
E2801170000002076A509570,0,0,1708456137651
E2801170000002076A50957C,0,0,1708456137856
E2801170000002076A50957D,0,0,1708456137696
E2801170000002076A50957A,0,0,1708456138584
E2801170000002076A509476,0,0,1708456139431
E2801170000002076A508C7E,0,0,1708456138552
E2801170000002076A508D78,0,0,1708456139129
E2801170000002076A508C7D,0,0,1708456138840
E2801170000002076A509476,0,0,1708456139363
E2801170000002076A508C7D,0,0,1708456139738
E2801170000002076A50957A,0,0,1708456139996
E2801170000002076A508C7D,0,0,1708456139586
E2801170000002076A509476,0,0,1708456140033
E2801170000002076A509570,0,0,1708456140067
E2801170000002076A509477,0,0,1708456140011
E2801170000002076A508C7E,0,0,1708456140947
E2801170000002076A508D78,0,0,1708456140870
E2801170000002076A50957C,0,0,1708456141103
E2801170000002076A50957B,0,0,1708456140883
E2801170000002076A50957D,0,0,1708456140567
E2801170000002076A508C7E,0,0,1708456140897
E2801170000002076A509476,0,0,1708456141547
E2801170000002076A50957C,0,0,1708456142031
E2801170000002076A509570,0,0,1708456141896
E2801170000002076A50957A,0,0,1708456141641
E2801170000002076A50957A,0,0,1708456142212
E2801170000002076A50957B,0,0,1708456142357
E2801170000002076A50957C,0,0,1708456143231
E2801170000002076A508D78,0,0,1708456143125
E2801170000002076A509C7C,0,0,1708456143005
E2801170000002076A508D78,0,0,1708456142995
E2801170000002076A509476,0,0,1708456143446
E2801170000002076A509476,0,0,1708456143119
