Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A508D78,0,0,1708456123647
E2801170000002076A50957C,0,0,1708456123913
E2801170000002076A508C7E,0,0,1708456124431
E2801170000002076A50957A,0,0,1708456124263
E2801170000002076A50957A,0,0,1708456123504
E2801170000002076A508C7D,0,0,1708456123851
E2801170000002076A50957B,0,0,1708456124492
E2801170000002076A508D78,0,0,1708456125050
E2801170000002076A508C7D,0,0,1708456125221
E2801170000002076A509477,0,0,1708456125331
E2801170000002076A50957A,0,0,1708456124658
E2801170000002076A509476,0,0,1708456125310
E2801170000002076A508C7D,0,0,1708456125761
E2801170000002076A509570,0,0,1708456126220
E2801170000002076A508D78,0,0,1708456125923
E2801170000002076A509570,0,0,1708456125665
E2801170000002076A50957B,0,0,1708456126104
E2801170000002076A509570,0,0,1708456126272
E2801170000002076A509477,0,0,1708456127321
E2801170000002076A509478,0,0,1708456127241
E2801170000002076A508C7D,0,0,1708456126582
E2801170000002076A50957A,0,0,1708456127411
E2801170000002076A509C7C,0,0,1708456126624
E2801170000002076A508D78,0,0,1708456126770
E2801170000002076A509C7C,0,0,1708456127837
E2801170000002076A50957C,0,0,1708456128420
E2801170000002076A508D78,0,0,1708456128205
E2801170000002076A509476,0,0,1708456128423
E2801170000002076A509477,0,0,1708456128033
E2801170000002076A509C7C,0,0,1708456127925
E2801170000002076A50957A,0,0,1708456128983
E2801170000002076A50957B,0,0,1708456128822
E2801170000002076A509478,0,0,1708456128561
E2801170000002076A50957D,0,0,1708456128889
E2801170000002076A50957D,0,0,1708456128665
E2801170000002076A509477,0,0,1708456129311
