Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A509478,0,0,1708456123841
E2801170000002076A509C7C,0,0,1708456123916
E2801170000002076A50957C,0,0,1708456124214
E2801170000002076A508C7E,0,0,1708456124438
E2801170000002076A509C7C,0,0,1708456124010
E2801170000002076A509C7C,0,0,1708456123927
E2801170000002076A509476,0,0,1708456125010
E2801170000002076A50957B,0,0,1708456125299
E2801170000002076A508D78,0,0,1708456125310
E2801170000002076A509476,0,0,1708456124572
E2801170000002076A508D78,0,0,1708456125422
E2801170000002076A50957B,0,0,1708456124895
E2801170000002076A50957D,0,0,1708456126215
E2801170000002076A508C7D,0,0,1708456126322
E2801170000002076A509C7C,0,0,1708456125526
E2801170000002076A50957B,0,0,1708456126331
E2801170000002076A50957C,0,0,1708456125876
E2801170000002076A509476,0,0,1708456125717
E2801170000002076A50957B,0,0,1708456126509
E2801170000002076A50957B,0,0,1708456127161
E2801170000002076A508C7E,0,0,1708456127037
E2801170000002076A509477,0,0,1708456127163
E2801170000002076A509C7C,0,0,1708456127269
E2801170000002076A509477,0,0,1708456126683
E2801170000002076A50957B,0,0,1708456128174
E2801170000002076A508D78,0,0,1708456127505
E2801170000002076A50957D,0,0,1708456127846
E2801170000002076A508C7E,0,0,1708456127983
E2801170000002076A508D78,0,0,1708456128371
E2801170000002076A50957A,0,0,1708456127934
E2801170000002076A509C7C,0,0,1708456129222
E2801170000002076A508C7D,0,0,1708456129106
E2801170000002076A509478,0,0,1708456129221
E2801170000002076A509570,0,0,1708456129344
E2801170000002076A508D78,0,0,1708456129403
E2801170000002076A50957C,0,0,1708456128811
E2801170000002076A509477,0,0,1708456129568
E2801170000002076A50957B,0,0,1708456129730
E2801170000002076A509478,0,0,1708456130260
E2801170000002076A509570,0,0,1708456129971
E2801170000002076A509478,0,0,1708456130138
E2801170000002076A50957A,0,0,1708456129926
E2801170000002076A50957B,0,0,1708456130482
E2801170000002076A509478,0,0,1708456130769
E2801170000002076A50957A,0,0,1708456131321
E2801170000002076A509477,0,0,1708456131187
E2801170000002076A509476,0,0,1708456130821
E2801170000002076A50957D,0,0,1708456131211
E2801170000002076A50957D,0,0,1708456131812
E2801170000002076A509476,0,0,1708456131801
E2801170000002076A50957D,0,0,1708456131750
E2801170000002076A508C7E,0,0,1708456131561
E2801170000002076A508D78,0,0,1708456132439
E2801170000002076A50957A,0,0,1708456131643
E2801170000002076A509570,0,0,1708456133155
E2801170000002076A509476,0,0,1708456132728
E2801170000002076A50957A,0,0,1708456133027
E2801170000002076A508C7D,0,0,1708456133081
E2801170000002076A508C7D,0,0,1708456132708
E2801170000002076A509570,0,0,1708456133058
E2801170000002076A509C7C,0,0,1708456134066
E2801170000002076A50957D,0,0,1708456134306
E2801170000002076A509478,0,0,1708456133690
E2801170000002076A508C7E,0,0,1708456134238
E2801170000002076A50957D,0,0,1708456133685
E2801170000002076A50957D,0,0,1708456133457
E2801170000002076A508D78,0,0,1708456134473
E2801170000002076A50957D,0,0,1708456135309
E2801170000002076A508D78,0,0,1708456134759
E2801170000002076A50957A,0,0,1708456135118
E2801170000002076A50957C,0,0,1708456134718
E2801170000002076A50957C,0,0,1708456135213
E2801170000002076A508C7E,0,0,1708456136193
E2801170000002076A50957C,0,0,1708456135949
E2801170000002076A509C7C,0,0,1708456136186
E2801170000002076A50957A,0,0,1708456136113
E2801170000002076A508D78,0,0,1708456136154
E2801170000002076A509478,0,0,1708456136026
E2801170000002076A50957A,0,0,1708456137271
E2801170000002076A509570,0,0,1708456137217
E2801170000002076A50957A,0,0,1708456136897
E2801170000002076A509478,0,0,1708456136489
E2801170000002076A509476,0,0,1708456137386
E2801170000002076A50957A,0,0,1708456137141
E2801170000002076A50957D,0,0,1708456138081
E2801170000002076A509477,0,0,1708456137860
E2801170000002076A508C7E,0,0,1708456138451
E2801170000002076A50957D,0,0,1708456137551
E2801170000002076A50957D,0,0,1708456138127
E2801170000002076A509477,0,0,1708456138162
