Tag,Time_ms
E2801170000002076A50957A,49079
E2801170000002076A50957A,49154
E2801170000002076A50957A,49230
E2801170000002076A50957A,49306
E2801170000002076A50957A,49442
E2801170000002076A50957A,49586
E2801170000002076A50957A,49703
E2801170000002076A50957A,49779
E2801170000002076A50957A,49855
E2801170000002076A50957A,49987
E2801170000002076A50957A,55859
E2801170000002076A50957A,55863
E2801170000002076A50957A,55939
E2801170000002076A50957A,56015
E2801170000002076A50957A,56091
E2801170000002076A50957A,56167
E2801170000002076A50957A,56243
E2801170000002076A50957A,56319
E2801170000002076A50957A,56395
E2801170000002076A50957A,56471
E2801170000002076A508C7E,62897
E2801170000002076A508C7E,62973
E2801170000002076A508C7E,63144
E2801170000002076A508C7E,63219
E2801170000002076A50957C,68899
E2801170000002076A50957C,69038
E2801170000002076A50957C,69114
E2801170000002076A50957C,69190
E2801170000002076A50957C,69266
E2801170000002076A509C7C,75317
E2801170000002076A509C7C,75487
E2801170000002076A509C7C,75823
E2801170000002076A509C7C,75899
E2801170000002076A509C7C,75975
E2801170000002076A509C7C,76146
E2801170000002076A509C7C,81689
E2801170000002076A509C7C,81693
E2801170000002076A509C7C,82054
E2801170000002076A509C7C,82130
E2801170000002076A509C7C,82206
E2801170000002076A509C7C,82282
E2801170000002076A509C7C,82358
E2801170000002076A509C7C,82434
E2801170000002076A509C7C,82510
E2801170000002076A509C7C,82586
E2801170000002076A509C7C,88439
E2801170000002076A508D78,88443
E2801170000002076A509570,89318
E2801170000002076A509570,89394
E2801170000002076A50957A,94958
