Tag,RSSI_dBm,Antenna,Time_ms
E2801170000002076A50957A,0,0,3806248
E2801170000002076A50957A,0,0,3806537
E2801170000002076A50957A,0,0,3806572
E2801170000002076A50957A,0,0,3806590
E2801170000002076A50957A,0,0,3806632
E2801170000002076A50957A,0,0,3806986
E2801170000002076A50957A,0,0,3807022
E2801170000002076A50957A,0,0,3807150
E2801170000002076A50957A,0,0,3807184
E2801170000002076A50957A,0,0,3812905
E2801170000002076A50957A,0,0,3812915
E2801170000002076A50957A,0,0,3812991
E2801170000002076A50957A,0,0,3813067
E2801170000002076A50957A,0,0,3813143
E2801170000002076A50957A,0,0,3813219
E2801170000002076A50957A,0,0,3813295
E2801170000002076A50957A,0,0,3813371
E2801170000002076A50957A,0,0,3813506
E2801170000002076A50957A,0,0,3813623
E2801170000002076A509570,0,0,3819884
E2801170000002076A509570,0,0,3819889
E2801170000002076A509570,0,0,3819965
E2801170000002076A509570,0,0,3820041
